name,PSNR,SSIM,PSIM,SIFT,EMDI
coffe,23.489296596931162,0.299686083411455,0.0609615723971729,0.7014218009478673,0.0005914598353319112
camera,19.965624168561163,0.4036760638196593,0.05472328365859206,0.9688473520249221,0.001376895890041443
coins,21.859158325558006,0.4036862174871486,0.06068052616470704,0.8358662613981763,0.0004921727482282547
page,22.353787118471764,0.37538964788567647,0.10984962463859474,0.9724517906336089,0.0012515537255695336


