name,PSNR,SSIM,PSIM,SIFT,EMDI
coffe,22.866761347079997,0.29714383545477896,0.06184005223757518,0.7014218009478673,0.0005665063513082714
camera,22.33060007447387,0.42466048284433294,0.04992994279543152,0.975609756097561,0.00044858796807180167
coins,22.776192890892617,0.368163578170567,0.04050150284003348,0.8981818181818182,0.0005855208103435591
page,23.7974068031443,0.40476719918538206,0.06554257790317873,0.9750692520775623,0.0007203941520145174



